hardware_name,unified_manufacturer,type,g3d_mark,g2d_mark,fps_estimate_3d,cuda_score,opencl_score,unified_price,unified_tdp,fps_per_dollar,multi_api_support
RIVA TNT2 Model 64/Model 64 Pro,Unknown,Unknown,4.0,107.0,0.04,0.0,0.0,0.0,0.0,0.0,0
RIVA TNT2/TNT2 Pro,Unknown,Unknown,3.0,71.0,0.03,0.0,0.0,0.0,0.0,0.0,0
RTX 2050,Nvidia,Unknown,8007.0,380.0,80.07,0.0,45986.0,0.0,0.0,0.0,1
RTX 2060,Nvidia,Unknown,13953.0,752.0,139.53,78091.0,70754.0,389.99,160.0,0.35777840457447624,3
RTX 2060 (Mobile),Unknown,Unknown,11355.0,540.0,113.55,0.0,0.0,0.0,80.0,0.0,0
RTX 2060 SUPER,Nvidia,Unknown,16514.0,881.0,165.14,95114.0,85216.0,528.89,175.0,0.31223883983437006,3
RTX 2060 with Max-Q Design,Nvidia,Unknown,9743.0,434.0,97.43,67657.0,61701.0,0.0,65.0,0.0,3
RTX 2070,Nvidia,Unknown,16079.0,833.0,160.79,96024.0,85818.0,627.44,175.0,0.25626354711207444,3
RTX 2070 (Mobile),Unknown,Unknown,12354.0,601.0,123.54,0.0,0.0,0.0,115.0,0.0,0
RTX 2070 SUPER,Nvidia,Unknown,18168.0,896.0,181.68,108083.0,97485.0,613.8,215.0,0.29599217986314763,3
RTX 2070 Super with Max-Q Design,Nvidia,Unknown,14261.0,685.0,142.61,89663.0,81209.0,0.0,80.0,0.0,3
RTX 2070 with Max-Q Design,Nvidia,Unknown,12062.0,506.0,120.62,86778.0,74397.0,0.0,80.0,0.0,3
RTX 2080,Nvidia,Unknown,18732.0,917.0,187.32,120612.0,105930.0,633.03,250.0,0.2959101464385574,3
RTX 2080 (Mobile),Unknown,Unknown,15107.0,812.0,151.07,0.0,0.0,0.0,150.0,0.0,0
RTX 2080 SUPER,Nvidia,Unknown,19519.0,934.0,195.19,126130.0,114956.0,683.99,250.0,0.28536966914720974,3
RTX 2080 Super with Max-Q Design,Nvidia,Unknown,14020.0,622.0,140.2,104422.0,87462.0,0.0,80.0,0.0,3
RTX 2080 Ti,Nvidia,Unknown,21796.0,940.0,217.96,176681.0,145322.0,998.59,250.0,0.21826775753812877,3
128MB DDR Radeon 9800 Pro,Unknown,Unknown,66.0,175.0,0.66,0.0,0.0,0.0,0.0,0.0,0
RTX 2080 with Max-Q Design,Nvidia,Unknown,13681.0,574.0,136.81,104025.0,87150.0,2099.99,90.0,0.06514792927585371,3
RTX 3050,Nvidia,Unknown,12718.0,911.0,127.18,72998.0,71667.0,0.0,0.0,0.0,3
RTX 3050 Laptop GPU,Nvidia,Unknown,9037.0,416.0,90.37,58544.0,55123.0,379.99,80.0,0.23782204794863024,3
RTX 3050 Ti Laptop GPU,Nvidia,Unknown,9452.0,416.0,94.52,66487.0,62154.0,0.0,80.0,0.0,3
RTX 3060,Nvidia,Unknown,16958.0,951.0,169.58,99213.0,96416.0,329.0,170.0,0.5154407294832827,3
RTX 3060 Laptop GPU,Nvidia,Unknown,12674.0,551.0,126.74,98709.0,92420.0,479.99,115.0,0.264047167649326,3
RTX 3060 Ti,Nvidia,Unknown,20206.0,961.0,202.06,128321.0,120183.0,599.99,200.0,0.3367722795379923,3
RTX 3070,Nvidia,Unknown,22093.0,969.0,220.93,149734.0,135064.0,719.99,220.0,0.3068514840483896,3
RTX 3070 Laptop GPU,Nvidia,Unknown,15231.0,651.0,152.31,122041.0,111833.0,0.0,115.0,0.0,3
RTX 3070 Ti,Nvidia,Unknown,23367.0,1003.0,233.67,165866.0,147200.0,749.99,290.0,0.3115641541887225,3
RTX 3070 Ti Laptop GPU,Nvidia,Unknown,18490.0,719.0,184.9,141168.0,119528.0,0.0,125.0,0.0,3
128MB RADEON X600 SE,Unknown,Unknown,49.0,229.0,0.49,0.0,0.0,56.18,0.0,0.008721965112139551,0
RTX 3080 Laptop GPU,Nvidia,Unknown,16522.0,662.0,165.22,138398.0,125425.0,0.0,115.0,0.0,3
RTX 3080 Ti,Nvidia,Unknown,26887.0,1031.0,268.87,235513.0,209081.0,1199.99,350.0,0.22406020050167086,3
RTX 3080 Ti Laptop GPU,Nvidia,Unknown,19507.0,780.0,195.07,148511.0,136008.0,0.0,150.0,0.0,3
15D8:C8,AMD,Unknown,0.0,0.0,0.0,0.0,14666.0,0.0,0.0,0.0,2
15D8:C9,AMD,Unknown,0.0,0.0,0.0,0.0,11132.0,0.0,0.0,0.0,2
VIA Chrome9 HCM IGP,Unknown,Unknown,2.0,94.0,0.02,0.0,0.0,0.0,0.0,0.0,0
VIA Chrome9 HD IGP,Unknown,Unknown,9.0,59.0,0.09,0.0,0.0,0.0,0.0,0.0,0
VIA/S3G C-645/640 GPU,Unknown,Unknown,163.0,122.0,1.63,0.0,0.0,0.0,0.0,0.0,0
VIA/S3G Chrome 645/640 GPU,Unknown,Unknown,110.0,161.0,1.1,0.0,0.0,0.0,0.0,0.0,0
RTX A2000,Nvidia,Unknown,13128.0,928.0,131.28,84002.0,76373.0,845.99,0.0,0.15517913923332427,3
RTX A2000 12GB,Nvidia,Unknown,13688.0,1018.0,136.88,83470.0,79123.0,0.0,0.0,0.0,2
RTX A2000 Laptop GPU,Nvidia,Unknown,10148.0,452.0,101.48,61347.0,61134.0,0.0,95.0,0.0,3
RTX A3000 12GB Laptop GPU,Unknown,Unknown,9975.0,459.0,99.75,0.0,0.0,0.0,0.0,0.0,0
RTX A3000 Laptop GPU,Nvidia,Unknown,13263.0,473.0,132.63,90882.0,87942.0,0.0,130.0,0.0,3
VIA/S3G DeltaChrome IGP,Unknown,Unknown,3.0,125.0,0.03,0.0,0.0,0.0,0.0,0.0,0
RTX A4000 Laptop GPU,Nvidia,Unknown,16297.0,543.0,162.97,118896.0,106611.0,0.0,140.0,0.0,3
RTX A4500,Nvidia,Unknown,21546.0,892.0,215.46,171509.0,155557.0,2134.64,200.0,0.10093505228047822,2
VIA/S3G KM400/KN400,Unknown,Unknown,4.0,124.0,0.04,0.0,0.0,0.0,0.0,0.0,0
RTX A5000 Laptop GPU,Nvidia,Unknown,16273.0,640.0,162.73,139395.0,122155.0,0.0,165.0,0.0,3
VIA/S3G UniChrome IGP,Unknown,Unknown,4.0,164.0,0.04,0.0,0.0,0.0,0.0,0.0,0
RV530 PRO,Unknown,Unknown,119.0,386.0,1.19,0.0,0.0,0.0,0.0,0.0,0
RX 350,AMD,Unknown,0.0,0.0,0.0,0.0,2251.0,0.0,0.0,0.0,1
RX 460,AMD,Unknown,4114.0,570.0,41.14,0.0,20002.0,166.81,75.0,0.24662790000599485,3
RX 470,AMD,Unknown,0.0,0.0,0.0,0.0,37864.0,0.0,0.0,0.0,3
RX 470/570,Unknown,Unknown,8070.0,726.0,80.7,0.0,0.0,388.99,120.0,0.2074603460243194,0
RX 480,AMD,Unknown,8674.0,779.0,86.74,0.0,44522.0,339.99,150.0,0.25512515073972764,3
RX 5300,AMD,Unknown,7611.0,854.0,76.11,0.0,39363.0,0.0,100.0,0.0,1
RX 5300M,AMD,Unknown,3562.0,366.0,35.62,0.0,30608.0,0.0,85.0,0.0,2
RX 540,AMD,Unknown,1793.0,399.0,17.93,0.0,10620.0,0.0,0.0,0.0,1
RX 550,AMD,Unknown,2718.0,484.0,27.18,0.0,13952.0,157.74,50.0,0.17230886268543172,3
RX 5500,AMD,Unknown,8817.0,864.0,88.17,0.0,40204.0,0.0,150.0,0.0,2
RX 5500 XT,AMD,Unknown,9188.0,824.0,91.88,0.0,41385.0,449.0,130.0,0.20463251670378618,3
RX 5500M,AMD,Unknown,4010.0,414.0,40.1,0.0,36948.0,0.0,85.0,0.0,2
RX 550X,AMD,Unknown,2370.0,508.0,23.7,0.0,12373.0,0.0,50.0,0.0,2
RX 560,AMD,Unknown,3594.0,506.0,35.94,0.0,19745.0,225.91,80.0,0.1590899030587402,3
RX 5600,AMD,Unknown,11030.0,935.0,110.3,0.0,48650.0,0.0,150.0,0.0,2
RX 5600 XT,AMD,Unknown,13836.0,914.0,138.36,0.0,57968.0,545.0,150.0,0.25387155963302754,3
RX 5600M,AMD,Unknown,7157.0,537.0,71.57,0.0,51426.0,0.0,150.0,0.0,2
RX 560X,AMD,Unknown,3181.0,487.0,31.81,0.0,20889.0,0.0,75.0,0.0,2
RX 570,AMD,Unknown,0.0,0.0,0.0,0.0,40810.0,0.0,0.0,0.0,3
RX 5700,AMD,Unknown,14729.0,926.0,147.29,0.0,50932.0,899.95,180.0,0.16366464803600198,3
RX 5700 XT,AMD,Unknown,16892.0,955.0,168.92,0.0,70091.0,694.94,225.0,0.24307134428871555,3
RX 5700 XT 50th Anniversary,AMD,Unknown,16650.0,965.0,166.5,0.0,57556.0,0.0,235.0,0.0,3
RX 5700xt,AMD,Unknown,0.0,0.0,0.0,0.0,63708.0,0.0,0.0,0.0,1
RX 570X,AMD,Unknown,1923.0,750.0,19.23,0.0,38939.0,279.99,120.0,0.06868102432229722,1
RX 580,AMD,Unknown,8907.0,772.0,89.07,0.0,44351.0,349.0,185.0,0.255214899713467,3
RX 580 2048SP,AMD,Unknown,7768.0,669.0,77.68,0.0,40609.0,0.0,0.0,0.0,2
RX 580X,AMD,Unknown,7798.0,885.0,77.98,0.0,41822.0,0.0,185.0,0.0,1
RX 590,AMD,Unknown,9665.0,810.0,96.65,0.0,52086.0,549.99,175.0,0.17573046782668778,3
RX 590 GME,AMD,Unknown,0.0,0.0,0.0,0.0,48735.0,0.0,0.0,0.0,1
RX 640,AMD,Unknown,1537.0,277.0,15.37,0.0,15883.0,0.0,50.0,0.0,2
RX 6400,Unknown,Unknown,6958.0,899.0,69.58,0.0,0.0,159.99,0.0,0.43490218138633663,0
RX 6500 XT,AMD,Unknown,9445.0,910.0,94.45,0.0,52512.0,199.99,0.0,0.47227361368068405,2
RX 6600,AMD,Unknown,13881.0,945.0,138.81,0.0,76157.0,0.0,0.0,0.0,3
RX 6600 XT,AMD,Unknown,15853.0,1003.0,158.53,0.0,72559.0,399.99,160.0,0.3963349083727093,3
RX 6600M,AMD,Unknown,9094.0,698.0,90.94,0.0,63711.0,339.99,0.0,0.26747845524868374,2
RX 6700 XT,AMD,Unknown,18993.0,1014.0,189.93,0.0,102988.0,529.99,230.0,0.3583652521745693,2
RX 6700M,AMD,Unknown,11499.0,550.0,114.99,0.0,80710.0,0.0,0.0,0.0,2
RX 6700S,AMD,Unknown,11989.0,829.0,119.89,0.0,72317.0,0.0,0.0,0.0,1
RX 6800,AMD,Unknown,20667.0,1030.0,206.67,0.0,100322.0,758.99,250.0,0.2722960776821829,3
RX 6800 XT,AMD,Unknown,23364.0,1078.0,233.64,0.0,157812.0,859.0,300.0,0.2719906868451688,3
RX 6800M,AMD,Unknown,9012.0,643.0,90.12,0.0,93784.0,0.0,145.0,0.0,2
RX 6800S,AMD,Unknown,0.0,0.0,0.0,0.0,78332.0,0.0,0.0,0.0,1
RX 6900 XT,AMD,Unknown,25458.0,1102.0,254.58,0.0,135942.0,1120.31,300.0,0.22724067445617732,3
RX 6900XT,AMD,Unknown,0.0,0.0,0.0,0.0,134606.0,0.0,0.0,0.0,1
VIA/S3G UniChrome Pro IGP,Unknown,Unknown,5.0,164.0,0.05,0.0,0.0,0.0,0.0,0.0,0
RX RX 5600 XT,AMD,Unknown,0.0,0.0,0.0,0.0,39545.0,0.0,0.0,0.0,1
RX Vega,AMD,Unknown,0.0,0.0,0.0,0.0,77618.0,0.0,0.0,0.0,2
RX Vega 10,AMD,Unknown,1694.0,388.0,16.94,0.0,9418.0,0.0,0.0,0.0,2
RX Vega 11,AMD,Unknown,2137.0,535.0,21.37,0.0,14198.0,1002.0,0.0,0.021327345309381237,2
RX Vega 11 PRD,Unknown,Unknown,2402.0,601.0,24.02,0.0,0.0,0.0,0.0,0.0,0
RX Vega 11 Processor,AMD,Unknown,1800.0,461.0,18.0,0.0,12716.0,0.0,0.0,0.0,1
RX Vega 56,AMD,Unknown,13636.0,784.0,136.36,0.0,53003.0,752.99,210.0,0.1810913823556754,2
RX Vega 64,AMD,Unknown,14636.0,810.0,146.36,0.0,55306.0,799.99,295.0,0.1829522869035863,2
RX Vega 8,AMD,Unknown,1552.0,385.0,15.52,0.0,11842.0,0.0,0.0,0.0,2
RX Vega M GH,AMD,Unknown,6734.0,833.0,67.34,0.0,29055.0,0.0,0.0,0.0,2
RX Vega M GL,AMD,Unknown,3315.0,506.0,33.15,0.0,20414.0,0.0,0.0,0.0,2
RX Vega10 Unknown Prototype,AMD,Unknown,0.0,0.0,0.0,0.0,53388.0,0.0,0.0,0.0,1
RX Vega11,AMD,Unknown,1717.0,448.0,17.17,0.0,11505.0,0.0,0.0,0.0,2
RX460,AMD,Unknown,0.0,0.0,0.0,0.0,19398.0,0.0,0.0,0.0,1
RX480,AMD,Unknown,0.0,0.0,0.0,0.0,43967.0,0.0,0.0,0.0,1
RX590 GME,Unknown,Unknown,8628.0,704.0,86.28,0.0,0.0,0.0,175.0,0.0,0
Radeon,AMD,Unknown,0.0,0.0,0.0,0.0,1681.0,0.0,0.0,0.0,1
Radeon 2100,Unknown,Unknown,60.0,286.0,0.6,0.0,0.0,174.29,0.0,0.0034425382982385677,0
Radeon 3000,Unknown,Unknown,98.0,414.0,0.98,0.0,0.0,319.0,0.0,0.0030721003134796237,0
Radeon 3100,Unknown,Unknown,74.0,228.0,0.74,0.0,0.0,225.99,0.0,0.0032744811717332623,0
Radeon 500,AMD,Unknown,0.0,0.0,0.0,0.0,8536.0,0.0,0.0,0.0,2
Radeon 520,AMD,Unknown,833.0,216.0,8.33,0.0,6363.0,89.99,0.0,0.092565840648961,2
Radeon 530,AMD,Unknown,945.0,181.0,9.45,0.0,5879.0,0.0,0.0,0.0,2
Radeon 535,AMD,Unknown,1048.0,203.0,10.48,0.0,7082.0,0.0,0.0,0.0,2
Radeon 535DX,AMD,Unknown,813.0,199.0,8.13,0.0,5277.0,0.0,0.0,0.0,1
Radeon 540,AMD,Unknown,1273.0,272.0,12.73,0.0,8270.0,0.0,0.0,0.0,2
Radeon 540X,AMD,Unknown,1398.0,264.0,13.98,0.0,9234.0,0.0,0.0,0.0,2
Radeon 550,AMD,Unknown,1959.0,501.0,19.59,0.0,12413.0,99.99,0.0,0.19591959195919592,2
Radeon 550X,AMD,Unknown,1430.0,273.0,14.3,0.0,10870.0,0.0,0.0,0.0,1
Radeon 5700XT,AMD,Unknown,0.0,0.0,0.0,0.0,64666.0,0.0,0.0,0.0,2
Radeon 610,AMD,Unknown,0.0,0.0,0.0,0.0,5258.0,0.0,0.0,0.0,1
Radeon 620,AMD,Unknown,840.0,202.0,8.4,0.0,5914.0,0.0,0.0,0.0,1
Radeon 625,AMD,Unknown,1150.0,210.0,11.5,0.0,6656.0,0.0,0.0,0.0,1
Radeon 630,AMD,Unknown,1245.0,223.0,12.45,0.0,9651.0,0.0,0.0,0.0,1
Radeon 6600M,Unknown,Unknown,513.0,143.0,5.13,0.0,0.0,0.0,0.0,0.0,0
Radeon 6600M and 6700M,AMD,Unknown,0.0,0.0,0.0,0.0,1118.0,0.0,0.0,0.0,1
Radeon 6750M,Unknown,Unknown,911.0,570.0,9.11,0.0,0.0,0.0,0.0,0.0,0
Radeon 7000 / Radeon VE,Unknown,Unknown,3.0,99.0,0.03,0.0,0.0,0.0,0.0,0.0,0
Radeon 9550 / X1050,Unknown,Unknown,29.0,150.0,0.29,0.0,0.0,0.0,0.0,0.0,0
Radeon Barts XT Prototype,AMD,Unknown,0.0,0.0,0.0,0.0,1333.0,0.0,0.0,0.0,1
Radeon E6460,Unknown,Unknown,324.0,225.0,3.24,0.0,0.0,0.0,0.0,0.0,0
Radeon E6465,Unknown,Unknown,231.0,354.0,2.31,0.0,0.0,0.0,0.0,0.0,0
Radeon E6760,Unknown,Unknown,877.0,485.0,8.77,0.0,0.0,239.99,0.0,0.03654318929955414,0
Radeon E8860,Unknown,Unknown,1626.0,528.0,16.26,0.0,0.0,0.0,0.0,0.0,0
Radeon E8870PCIe,Unknown,Unknown,3368.0,708.0,33.68,0.0,0.0,0.0,0.0,0.0,0
Radeon E9550,AMD,Unknown,0.0,0.0,0.0,0.0,36624.0,0.0,0.0,0.0,1
Radeon HD 2350,Unknown,Unknown,77.0,262.0,0.77,0.0,0.0,0.0,20.0,0.0,0
Radeon HD 2400,Unknown,Unknown,121.0,298.0,1.21,0.0,0.0,88.2,0.0,0.013718820861678003,0
Radeon HD 2400 PCI,Unknown,Unknown,14.0,86.0,0.14,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 2400 Pro,Unknown,Unknown,114.0,346.0,1.14,0.0,0.0,0.0,20.0,0.0,0
Radeon HD 2400 XT,Unknown,Unknown,119.0,357.0,1.19,0.0,0.0,0.0,25.0,0.0,0
Radeon HD 2600 PRO,Unknown,Unknown,211.0,337.0,2.11,0.0,0.0,188.44,35.0,0.011197198047123753,0
Radeon HD 2600 Pro AGP,Unknown,Unknown,110.0,137.0,1.1,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 2600 XT,Unknown,Unknown,283.0,371.0,2.83,0.0,0.0,159.0,45.0,0.01779874213836478,0
Radeon HD 2900 GT,Unknown,Unknown,292.0,344.0,2.92,0.0,0.0,0.0,150.0,0.0,0
Radeon HD 2900 PRO,Unknown,Unknown,628.0,397.0,6.28,0.0,0.0,0.0,200.0,0.0,0
Radeon HD 2900 XT,Unknown,Unknown,660.0,397.0,6.6,0.0,0.0,0.0,215.0,0.0,0
Radeon HD 3000,Unknown,Unknown,96.0,264.0,0.96,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 3200,Unknown,Unknown,82.0,227.0,0.82,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 3300,Unknown,Unknown,127.0,373.0,1.27,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 3450,Unknown,Unknown,118.0,29.0,1.18,0.0,0.0,89.0,25.0,0.013258426966292133,0
Radeon HD 3470,Unknown,Unknown,90.0,95.0,0.9,0.0,0.0,109.65,30.0,0.008207934336525308,0
Radeon HD 3650 AGP,Unknown,Unknown,150.0,155.0,1.5,0.0,0.0,185.0,0.0,0.008108108108108109,0
Radeon HD 3670,Unknown,Unknown,151.0,62.0,1.51,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 3850,Unknown,Unknown,410.0,43.0,4.1,0.0,0.0,0.0,75.0,0.0,0
Radeon HD 3850 AGP,Unknown,Unknown,432.0,92.0,4.32,0.0,0.0,0.0,75.0,0.0,0
Radeon HD 3850 X2,Unknown,Unknown,822.0,422.0,8.22,0.0,0.0,0.0,349.0,0.0,0
Radeon HD 3870,Unknown,Unknown,576.0,82.0,5.76,0.0,0.0,69.99,106.0,0.08229747106729533,0
Radeon HD 3870 X2,Unknown,Unknown,709.0,224.0,7.09,0.0,0.0,0.0,165.0,0.0,0
Radeon HD 4200,Unknown,Unknown,112.0,372.0,1.12,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 4250,Unknown,Unknown,123.0,408.0,1.23,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 4270,Unknown,Unknown,110.0,303.0,1.1,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 4290,Unknown,Unknown,141.0,442.0,1.41,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 4300/4500 Serisi,Unknown,Unknown,156.0,347.0,1.56,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 4330,Unknown,Unknown,109.0,42.0,1.09,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 4350,Unknown,Unknown,103.0,34.0,1.03,0.0,0.0,102.24,20.0,0.010074334898278562,0
Radeon HD 4550,Unknown,Unknown,236.0,429.0,2.36,0.0,0.0,156.0,20.0,0.015128205128205128,0
Radeon HD 4650,Unknown,Unknown,219.0,39.0,2.19,0.0,0.0,69.99,48.0,0.031290184312044576,0
Radeon HD 4650 AGP,Unknown,Unknown,208.0,156.0,2.08,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 4670,Unknown,Unknown,384.0,50.0,3.84,0.0,0.0,142.96,59.0,0.02686066032456631,0
Radeon HD 4770,Unknown,Unknown,906.0,172.0,9.06,0.0,0.0,59.99,80.0,0.1510251708618103,0
Radeon HD 4810,Unknown,Unknown,769.0,425.0,7.69,0.0,0.0,0.0,95.0,0.0,0
Radeon HD 4830,Unknown,Unknown,860.0,81.0,8.6,0.0,0.0,59.99,95.0,0.1433572262043674,0
Radeon HD 4850,Unknown,Unknown,953.0,110.0,9.53,0.0,0.0,378.0,110.0,0.02521164021164021,0
Radeon HD 4850 X2,Unknown,Unknown,1132.0,542.0,11.32,0.0,0.0,0.0,250.0,0.0,0
Radeon HD 4870,Unknown,Unknown,1391.0,72.0,13.91,0.0,0.0,79.99,150.0,0.17389673709213652,0
Radeon HD 4870 X2,Unknown,Unknown,1309.0,565.0,13.09,0.0,0.0,0.0,286.0,0.0,0
Radeon HD 4890,Unknown,Unknown,1533.0,103.0,15.33,0.0,0.0,89.99,190.0,0.1703522613623736,0
Radeon HD 5400,AMD,Unknown,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,1
Radeon HD 5450,AMD,Unknown,138.0,149.0,1.38,0.0,392.0,94.96,19.1,0.014532434709351305,1
Radeon HD 5470,Unknown,Unknown,268.0,298.0,2.68,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 5500,AMD,Unknown,0.0,0.0,0.0,0.0,1085.0,0.0,0.0,0.0,1
Radeon HD 5550,Unknown,Unknown,383.0,187.0,3.83,0.0,0.0,54.99,39.0,0.0696490270958356,0
Radeon HD 5570,AMD,Unknown,473.0,177.0,4.73,0.0,1275.0,163.99,39.0,0.028843222147691933,1
Radeon HD 5600/5700,AMD,Unknown,661.0,273.0,6.61,0.0,2586.0,0.0,0.0,0.0,1
Radeon HD 5670,AMD,Unknown,784.0,279.0,7.84,0.0,1508.0,67.0,64.0,0.11701492537313432,1
Radeon HD 5700,AMD,Unknown,0.0,0.0,0.0,0.0,3318.0,0.0,0.0,0.0,1
Radeon HD 5750,AMD,Unknown,1156.0,336.0,11.56,0.0,859.0,69.99,86.0,0.16516645235033578,1
Radeon HD 5770,AMD,Unknown,1351.0,328.0,13.51,0.0,1000.0,189.99,108.0,0.07110900573714406,1
Radeon HD 5800,AMD,Unknown,0.0,0.0,0.0,0.0,5466.0,0.0,0.0,0.0,1
Radeon HD 5830,Unknown,Unknown,1735.0,382.0,17.35,0.0,0.0,258.99,175.0,0.06699100351364917,0
Radeon HD 5850,Unknown,Unknown,1966.0,404.0,19.66,0.0,0.0,288.99,151.0,0.06803003564137167,0
Radeon HD 5870,AMD,Unknown,2266.0,410.0,22.66,0.0,1531.0,295.0,228.0,0.0768135593220339,1
Radeon HD 5900,AMD,Unknown,0.0,0.0,0.0,0.0,5338.0,0.0,0.0,0.0,1
Radeon HD 5970,Unknown,Unknown,2249.0,393.0,22.49,0.0,0.0,179.99,294.0,0.12495138618812154,0
Radeon HD 6230,Unknown,Unknown,179.0,254.0,1.79,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6250,Unknown,Unknown,94.0,32.0,0.94,0.0,0.0,0.0,35.0,0.0,0
Radeon HD 6290,AMD,Unknown,109.0,34.0,1.09,0.0,220.0,0.0,45.0,0.0,1
Radeon HD 6290M,Unknown,Unknown,140.0,92.0,1.4,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6300M,AMD,Unknown,142.0,113.0,1.42,0.0,456.0,0.0,0.0,0.0,1
Radeon HD 6310,AMD,Unknown,123.0,39.0,1.23,0.0,302.0,0.0,45.0,0.0,1
Radeon HD 6320,AMD,Unknown,148.0,45.0,1.48,0.0,354.0,554.99,45.0,0.002666714715580461,1
Radeon HD 6320 Graphic,Unknown,Unknown,216.0,159.0,2.16,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6320M,Unknown,Unknown,198.0,151.0,1.98,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6370D,Unknown,Unknown,254.0,147.0,2.54,0.0,0.0,0.0,65.0,0.0,0
Radeon HD 6370M,Unknown,Unknown,276.0,401.0,2.76,0.0,0.0,0.0,11.0,0.0,0
Radeon HD 6380G,AMD,Unknown,204.0,97.0,2.04,0.0,426.0,399.99,35.0,0.00510012750318758,1
Radeon HD 6410D,AMD,Unknown,243.0,120.0,2.43,0.0,610.0,0.0,65.0,0.0,1
Radeon HD 6430M,Unknown,Unknown,193.0,106.0,1.93,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6450,AMD,Unknown,200.0,120.0,2.0,0.0,632.0,89.0,18.0,0.02247191011235955,1
Radeon HD 6450 + 8470D Dual,Unknown,Unknown,763.0,486.0,7.63,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6450A,Unknown,Unknown,260.0,208.0,2.6,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6470M,AMD,Unknown,228.0,104.0,2.28,0.0,747.0,569.99,0.0,0.004000070176669766,1
Radeon HD 6480G,AMD,Unknown,259.0,78.0,2.59,0.0,618.0,0.0,45.0,0.0,1
Radeon HD 6480M,Unknown,Unknown,353.0,282.0,3.53,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6490M,Unknown,Unknown,378.0,514.0,3.78,0.0,0.0,1193.03,0.0,0.003168403141580681,0
Radeon HD 6500,AMD,Unknown,0.0,0.0,0.0,0.0,1256.0,0.0,0.0,0.0,1
Radeon HD 6520G,AMD,Unknown,300.0,84.0,3.0,0.0,704.0,0.0,45.0,0.0,1
Radeon HD 6530D,AMD,Unknown,325.0,138.0,3.25,0.0,845.0,0.0,100.0,0.0,1
Radeon HD 6550A,Unknown,Unknown,708.0,609.0,7.08,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6550D,AMD,Unknown,417.0,149.0,4.17,0.0,1189.0,0.0,100.0,0.0,1
Radeon HD 6570,AMD,Unknown,496.0,193.0,4.96,0.0,1404.0,63.81,44.0,0.07773076320325967,1
Radeon HD 6600A,AMD,Unknown,0.0,0.0,0.0,0.0,1274.0,0.0,0.0,0.0,1
Radeon HD 6610M,Unknown,Unknown,565.0,527.0,5.65,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6620G,AMD,Unknown,355.0,107.0,3.55,0.0,863.0,0.0,45.0,0.0,1
Radeon HD 6630M,Unknown,Unknown,685.0,390.0,6.85,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6650A,Unknown,Unknown,836.0,418.0,8.36,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6650M,Unknown,Unknown,752.0,230.0,7.52,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6670,AMD,Unknown,745.0,236.0,7.45,0.0,1657.0,68.99,66.0,0.10798666473401944,1
Radeon HD 6670 + 6670 Dual,Unknown,Unknown,647.0,552.0,6.47,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6670 + 7660D Dual,Unknown,Unknown,1492.0,483.0,14.92,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6670/7670,Unknown,Unknown,946.0,320.0,9.46,0.0,0.0,0.0,0.0,0.0,0
Radeon HD 6700,AMD,Unknown,0.0,0.0,0.0,0.0,3275.0,0.0,0.0,0.0,1
Radeon HD 6700M,AMD,Unknown,1017.0,523.0,10.17,0.0,1398.0,0.0,0.0,0.0,1
Radeon HD 6750,Unknown,Unknown,1005.0,304.0,10.05,0.0,0.0,79.99,86.0,0.12564070508813605,0
Radeon HD 6750M,AMD,Unknown,937.0,487.0,9.37,0.0,405.0,0.0,0.0,0.0,1
Radeon HD 6770,AMD,Unknown,1231.0,313.0,12.31,0.0,3269.0,264.99,108.0,0.04645458319181856,1
Radeon HD 6770M,AMD,Unknown,964.0,572.0,9.64,0.0,448.0,0.0,0.0,0.0,1
